"OU","ObjectClass","IdentityReference","PrincipalName","ActiveDirectoryRights","InheritanceType","ObjectType","InheritedObjectType","ObjectFlags","AccessControlType","IsInherited","InheritanceFlags","PropagationFlags","SDDate","InvocationID","OrgUSN","LegendText"
"CN=mSMQSiteLink-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSConnection-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTDSConnection-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSConnection-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSConnection-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSDSA-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTDSDSA-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSDSA-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSDSA-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSService-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTDSService-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSService-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSService-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTDSSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSSiteSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTDSSiteSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSSiteSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTDSSiteSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSMember-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTFRSMember-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSMember-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSMember-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSReplicaSet-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTFRSReplicaSet-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSReplicaSet-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSReplicaSet-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTFRSSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSettings-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSubscriber-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTFRSSubscriber-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSubscriber-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSubscriber-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSubscriptions-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=nTFRSSubscriptions-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSubscriptions-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=nTFRSSubscriptions-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=organizationalUnit-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=organizationalUnit-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=organizationalUnit-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=organizationalUnit-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=pKICertificateTemplate-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=pKICertificateTemplate-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=pKICertificateTemplate-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=pKICertificateTemplate-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=printQueue-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=printQueue-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=printQueue-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=printQueue-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=queryPolicy-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=queryPolicy-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=queryPolicy-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=queryPolicy-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=remoteStorageServicePoint-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=remoteStorageServicePoint-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=remoteStorageServicePoint-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=remoteStorageServicePoint-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=rpcContainer-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
"CN=rpcContainer-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-11","NT AUTHORITY\Authenticated Users","GenericRead","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=rpcContainer-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","S-1-5-18","NT AUTHORITY\SYSTEM","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=rpcContainer-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","GenericAll","None","00000000-0000-0000-0000-000000000000","00000000-0000-0000-0000-000000000000","None","Allow","False","None","None","","","",""
"CN=server-Display,CN=401,CN=DisplaySpecifiers,CN=Configuration,<ROOT-DN>","","<DOMAINSID>-512","<DOMAIN-NETBIOS>\Domain Admins","Read permissions, Modify permissions","None","None","None","None","Owner","False","None","None","","","",""
